Name,Transmission,KM_Driven,Fuel_Type,Owner,Registration,EMI,Sales,Year,Types,City
2010 Maruti Ritz VXI,MANUAL,"41,714 km",Petrol,2nd Owner,KA-01-x-xxxx,"?6,731/month","Fixed Price?3,44,299",10-Jan,Cars from 2 lakh - 5 lakh,Bangalore
2015 Honda Jazz 1.2 VX I-VTECH,MANUAL,"36,582 km",Petrol,2nd Owner,KA-04-x-xxxx,"?12,352/month","Fixed Price?6,31,799",15-Nov,Honda,Bangalore
2017 Ford Ecosport 1.5TITANIUM TDCI,MANUAL,"46,534 km",Diesel,2nd Owner,TN-12-x-xxxx,"?12,932/month","Fixed Price?6,61,499",17-Jul,Diesel,Chennai
2018 Volkswagen Polo COMFORTLINE 1.0 PETROL,MANUAL,"27,071 km",Petrol,1st Owner,GJ-06,"?10,274/month","?5,45,499?5,25,499",18-Sep,,Ahmedabad
2019 Honda Amaze 1.2 SMT I VTEC,MANUAL,"80,112 km",Petrol,1st Owner,RJ-05,"?13,435/month","Fixed Price?6,87,199",19-May,Honda,Jaipur
2021 Skoda KUSHAQ STYLE 1.5 TSI MT,,"12,598 km",Petrol,1st Owner,KA-05-x-xxxx,"?34,784/month","?18,57,599?18,52,299",21-Sep,Cars above 10 lakh,Bangalore
2017 Renault Duster RXZ 85 PS DIESEL,MANUAL,"66,765 km",Diesel,1st Owner,UP-32-x-xxxx,"?11,365/month","Fixed Price?5,81,299",17-Oct,Renault,Lucknow
2020 Tata Harrier XZ DARK EDITION,MANUAL,"39,140 km",Diesel,1st Owner,KL-36,"?36,604/month","Fixed Price?19,49,199",20-Mar,Diesel,Kochi
2013 Hyundai i20 MAGNA O 1.2,MANUAL,"69,785 km",Petrol,1st Owner,WB-26,"?5,445/month","Fixed Price?2,78,499",13-Jun,,Kolkata
2021 Tata NEXON XZ+ SUNROOF 1.2 RTN,MANUAL,"6,468 km",Petrol,1st Owner,WB-26,"?19,620/month","?10,74,599?10,44,799",21-Aug,Cars above 10 lakh,Kolkata
2020 Renault TRIBER 1.0 RXT,MANUAL,"21,750 km",Petrol,1st Owner,TN-13-x-xxxx,"?11,984/month","?6,36,899?6,12,999",20-Oct,Renault,Chennai
2021 Toyota URBAN CRUISER PREMIUM MT,,"11,352 km",Petrol,1st Owner,KA-17-x-xxxx,"?20,668/month","?11,05,599?11,00,599",21-Dec,Toyota,Bangalore
2020 Honda City V MT PETROL,MANUAL,"14,829 km",Petrol,1st Owner,KA-01-x-xxxx,"?19,682/month","?11,01,149?10,48,099",20-Oct,Cars above 10 lakh,Bangalore
2018 Honda City V MT PETROL,MANUAL,"50,426 km",Petrol,2nd Owner,TN-18-x-xxxx,"?15,987/month","Fixed Price?8,51,299",18-Mar,Honda,Chennai
2022 Tata ALTROZ XE 1.2,MANUAL,269 km,Petrol,1st Owner,TN-10-x-xxxx,"?13,363/month","?6,88,499?6,83,499",22-Jan,,Chennai
2020 KIA SONET GTX + 1.0 IMT,,"20,512 km",Petrol,1st Owner,KA-05-x-xxxx,"?23,774/month","?12,70,999?12,65,999",20-Oct,KIA,Bangalore
2014 Volkswagen Vento HIGHLINE PETROL,MANUAL,"83,207 km",Petrol,2nd Owner,MH-02,"?8,452/month","?4,37,299?4,32,299",14-May,Volkswagen,Mumbai
2014 Honda City SV MT PETROL,MANUAL,"20,770 km",Petrol,2nd Owner,DL-3C,"?11,077/month","?6,05,299?5,66,599",14-Apr,Volkswagen,New Delhi
2016 Mahindra Kuv100 K8 5 STR,MANUAL,"28,442 km",Petrol,1st Owner,MP-04,"?9,216/month","Fixed Price?4,71,399",16-Feb,Honda,Indore
2018 Maruti Swift ZXI AMT,AUTOMATIC,"42,702 km",Petrol,2nd Owner,GJ-27,"?12,029/month","?6,30,899?6,15,299",18-Apr,Maruti,Ahmedabad
2020 KIA SONET GTX PLUS DCT 1.0,,"11,846 km",Petrol,1st Owner,MH-27,"?25,438/month","?14,06,699?13,54,599",20-Nov,Cars above 10 lakh,Mumbai
2019 Honda Amaze 1.2 SMT I VTEC,MANUAL,"14,168 km",Petrol,1st Owner,MH-04,"?11,888/month","?6,40,399?6,08,099",19-Nov,Honda,Mumbai
2018 Tata NEXON XZA+ 1.5,AUTOMATIC,"69,955 km",Diesel,1st Owner,HR-51,"?14,426/month","Fixed Price?7,37,899",18-Sep,Diesel,New Delhi
2019 Maruti Swift ZXI+,MANUAL,"81,927 km",Petrol,1st Owner,TN-05-x-xxxx,"?13,558/month","?7,10,299?6,93,499",19-May,Cars from 5 lakh - 10 lakh,Chennai
2015 Toyota Corolla Altis GL,MANUAL,"45,053 km",Petrol,2nd Owner,KA-04-x-xxxx,"?18,099/month","?10,09,199?9,63,799",15-May,Toyota,Bangalore
2018 Ford Ecosport 1.5TITANIUM TDCI,MANUAL,"18,459 km",Diesel,1st Owner,DL-11,"?15,587/month","?8,12,899?7,97,299",18-Sep,Ford,New Delhi
2019 Maruti Eeco 5 STR WITH AC PLUSHTR,MANUAL,"28,706 km",Petrol,1st Owner,TN-31-x-xxxx,"?9,079/month","?4,93,899?4,64,399",19-Jul,CNG,Chennai
2016 Ford Ecosport 1.5TITANIUM TDCI,MANUAL,"96,962 km",Diesel,1st Owner,TN-05-x-xxxx,"?12,496/month","?6,61,699?6,39,199",16-Jul,Mahindra,Chennai
2018 Tata TIGOR Revotron XT,MANUAL,"51,557 km",Petrol,1st Owner,UP-32-x-xxxx,"?8,440/month","?4,41,099?4,31,699",18-Apr,Tata,Lucknow
2013 Maruti Ritz VXI,MANUAL,"40,723 km",Petrol,1st Owner,MH-02,"?7,318/month","Fixed Price?3,74,299",13-Apr,Cars from 2 lakh - 5 lakh,Mumbai
2019 Ford Ecosport 1.5TITANIUM TDCI,MANUAL,"72,728 km",Diesel,2nd Owner,DL-2C,"?14,068/month","?7,52,599?7,19,599",19-Mar,Ford,New Delhi
2018 Skoda Octavia STYLE 2.0 TDI MT,MANUAL,"95,537 km",Diesel,1st Owner,MP-09,"?27,584/month","?14,92,199?14,68,899",18-Sep,,Indore
2015 Renault Kwid RXT Opt,MANUAL,"59,562 km",Petrol,1st Owner,TN-12-x-xxxx,"?6,289/month","Fixed Price?3,21,699",15-Dec,Renault,Chennai
2019 Tata Hexa Varicor 400 XT,MANUAL,"7,944 km",Diesel,1st Owner,TN-23-x-xxxx,"?29,800/month","?18,78,399?15,86,899",19-Sep,KIA,Chennai
2020 KIA SONET GTX + 1.0 IMT,,"20,879 km",Petrol,2nd Owner,WB-12,"?22,197/month","?12,73,999?11,81,999",20-Nov,Cars above 10 lakh,Kolkata
2018 Maruti Wagon R 1.0 LXI CNG,MANUAL,"35,275 km",Petrol + CNG,1st Owner,MH-04,"?9,869/month","Fixed Price?5,04,799",18-May,Renault,Mumbai
2021 Toyota URBAN CRUISER PREMIUM MT,,"22,776 km",Petrol,1st Owner,TN-23-x-xxxx,"?20,105/month","Fixed Price?10,70,599",21-Dec,Cars above 10 lakh,Chennai
2020 MG HECTOR PLUS SHARP HYBRID PETROL,MANUAL,"12,185 km",Petrol,2nd Owner,DL-10,"?30,225/month","?18,37,299?16,09,499",20-Nov,MG,New Delhi
2014 Hyundai i10 MAGNA 1.1 IRDE2,MANUAL,"83,871 km",Petrol,3rd Owner,GJ-01,"?6,078/month","?3,15,899?3,10,899",14-Jun,Petrol,Ahmedabad
2018 Honda City VX CVT PETROL,AUTOMATIC,"62,032 km",Petrol,1st Owner,GJ-01,"?17,348/month","?9,47,899?9,23,799",18-Jul,Honda,Ahmedabad
2015 Honda Jazz 1.2 VX I-VTECH,MANUAL,"84,253 km",Petrol,1st Owner,TS-15-x-xxxx,"?11,028/month","?5,88,799?5,64,099",15-Aug,Honda,Hyderabad
2019 Maruti Dzire VDI,MANUAL,"86,415 km",Diesel,1st Owner,WB-08,"?13,005/month","?6,82,199?6,65,199",19-Mar,Diesel,Kolkata
2020 Honda Amaze 1.2 SMT I VTEC,MANUAL,"22,173 km",Petrol,1st Owner,RJ-45,"?12,854/month","?6,83,699?6,57,499",20-Oct,Honda,Jaipur
2010 Maruti Alto LXI,MANUAL,"59,992 km",Petrol,2nd Owner,MP-09,"?3,034/month","Fixed Price?1,55,199",10-Nov,Cars under 2 lakh,Indore
2018 Toyota YARIS VX CVT,AUTOMATIC,"49,310 km",Petrol,1st Owner,MH-01,"?20,114/month","?11,79,999?10,71,099",18-May,Toyota,Mumbai
2013 Maruti Alto 800 LXI,MANUAL,"23,743 km",Petrol,1st Owner,MH-43,"?4,710/month","Fixed Price?2,40,899",13-Jan,Cars under 2 lakh,Pune
2019 Renault TRIBER 1.0 RXZ,MANUAL,"30,345 km",Petrol,1st Owner,TN-85-x-xxxx,"?13,083/month","?7,28,399?6,69,199",19-Sep,Renault,Chennai
2016 Hyundai Grand i10 MAGNA 1.2 KAPPA VTVT,MANUAL,"33,053 km",Petrol,1st Owner,WB-02,"?7,539/month","Fixed Price?3,85,599",16-Aug,Cars from 2 lakh - 5 lakh,Kolkata
2015 Maruti Celerio VXI CNG,MANUAL,"93,530 km",Petrol + CNG,1st Owner,MH-12,"?8,886/month","Fixed Price?4,54,499",15-Sep,,Pune
2019 Maruti Swift VXI,MANUAL,"33,032 km",Petrol,2nd Owner,TN-87-x-xxxx,"?12,582/month","?6,75,299?6,43,599",19-Mar,,Chennai
2016 Renault Duster RXS 85 PS,MANUAL,"56,140 km",Diesel,1st Owner,KA-53-x-xxxx,"?16,492/month","Fixed Price?8,78,199",16-Aug,Renault,Bangalore
2019 Renault Kwid 1.0 RXT Opt,MANUAL,"26,283 km",Petrol,1st Owner,KL-07,"?7,312/month","Fixed Price?3,73,999",19-Aug,Renault,Kochi
2021 Tata Harrier XT+ 2.0 KRYOTEC,MANUAL,"21,245 km",Diesel,1st Owner,DL-3C,"?32,613/month","?18,95,199?17,36,699",21-Feb,Diesel,New Delhi
2019 Maruti Dzire VXI,MANUAL,"71,260 km",Petrol,1st Owner,UP-32-x-xxxx,"?12,270/month","?6,44,499?6,27,599",19-Jan,Ford,Lucknow
2016 Ford Ecosport 1.5 TITANIUM TI VCT AT,AUTOMATIC,"20,016 km",Petrol,2nd Owner,MH-03,"?13,048/month","?6,94,399?6,67,399",16-Sep,Ford,Mumbai
2013 Hyundai Verna FLUIDIC 1.6 SX VTVT,MANUAL,"85,263 km",Petrol,2nd Owner,MH-03,"?8,532/month","?4,41,399?4,36,399",13-Apr,Hyundai,Pune
2014 Honda City V MT PETROL,MANUAL,"49,304 km",Petrol,1st Owner,DL-4C,"?12,745/month","Fixed Price?6,51,899",14-Mar,Honda,New Delhi
2018 Hyundai Elite i20 SPORTZ 1.2,MANUAL,"25,724 km",Petrol,1st Owner,UP-32-x-xxxx,"?11,529/month","?6,23,799?5,89,699",18-May,,Lucknow
2020 MG HECTOR SHARP DCT PETROL,AUTOMATIC,"27,940 km",Petrol,1st Owner,GJ-05,"?27,804/month","?15,46,399?14,80,599",20-Jan,MG,Ahmedabad
2012 Honda Brio 1.2 S MT I VTEC,MANUAL,"66,606 km",Petrol,1st Owner,AP-29-x-xxxx,"?7,451/month","Fixed Price?3,81,099",12-Nov,Honda,Hyderabad
2020 Maruti New  Wagon-R VXI 1.0,MANUAL,"19,123 km",Petrol,1st Owner,WB-24,"?10,387/month","?5,69,499?5,31,299",20-Feb,Cars from 5 lakh - 10 lakh,Kolkata
2014 Maruti Wagon R 1.0 VXI,MANUAL,"25,601 km",Petrol,1st Owner,DL-9C,"?6,655/month","Fixed Price?3,40,399",14-Sep,Cars from 2 lakh - 5 lakh,New Delhi
2020 MG HECTOR SHARP DCT PETROL,AUTOMATIC,"26,950 km",Petrol,2nd Owner,UP-65,"?30,110/month","?17,49,399?16,03,399",20-Jun,Cars above 10 lakh,New Delhi
2017 Hyundai Elite i20 SPORTZ 1.2,MANUAL,"16,356 km",Petrol,1st Owner,TN-12-x-xxxx,"?11,847/month","Fixed Price?6,05,999",17-Sep,Cars from 5 lakh - 10 lakh,Chennai
2021 Hyundai GRAND I10 NIOS MAGNA 1.2 MT,MANUAL,"1,772 km",Petrol,1st Owner,TN-04-x-xxxx,"?12,639/month","Fixed Price?6,46,499",21-Sep,,Chennai
2018 Mahindra XUV500 W7 FWD,MANUAL,"24,117 km",Diesel,1st Owner,KA-51-x-xxxx,"?28,014/month","?15,36,699?14,91,799",18-Aug,,Bangalore
2022 Tata Safari XZA+ DARK EDITION,,"7,585 km",Diesel,1st Owner,GJ-01,"?44,362/month","?25,30,699?23,62,299",22-Apr,,Ahmedabad
2014 Maruti Alto 800 VXI,MANUAL,"92,885 km",Petrol,1st Owner,WB-06,"?4,674/month","?2,49,099?2,39,099",14-Mar,Petrol,Kolkata
2016 Ford Ecosport 1.5TITANIUM TDCI,MANUAL,"60,893 km",Diesel,2nd Owner,UP-41-x-xxxx,"?11,359/month","Fixed Price?5,80,999",,Ford,Lucknow
2019 Ford Ecosport 1.5 TDCI TITANIUM PLUS,MANUAL,"57,342 km",Diesel,1st Owner,KA-22-x-xxxx,"?19,331/month","?10,59,899?10,29,399",19-Mar,Ford,Bangalore
2018 Toyota Fortuner 2.8 4x2 AT,AUTOMATIC,"85,472 km",Diesel,1st Owner,DL-14,"?53,667/month","?28,90,599?28,57,799",18-Mar,Toyota,New Delhi
2021 Maruti New  Wagon-R LXI CNG 1.0 L,MANUAL,"10,754 km",Petrol + CNG,1st Owner,DL-3C,"?12,524/month","Fixed Price?6,40,599",21-Nov,CNG,New Delhi
2020 KIA SONET GTX PLUS DCT 1.0,,"2,381 km",Petrol,1st Owner,KA-03-x-xxxx,"?27,041/month","?14,44,949?14,39,949",20-Nov,,Bangalore
2016 Honda Jazz 1.2 SV MT,MANUAL,"44,405 km",Petrol,1st Owner,TN-14-x-xxxx,"?11,482/month","Fixed Price?5,87,299",16-Sep,Honda,Chennai
2019 Maruti Dzire VXI,MANUAL,"21,048 km",Petrol,1st Owner,GJ-06,"?12,629/month","?6,98,799?6,45,999",19-May,Maruti,Ahmedabad
2018 Maruti Celerio ZXI,MANUAL,"64,299 km",Petrol,1st Owner,RJ-25,"?9,552/month","Fixed Price?4,88,599",18-Jul,Cars from 2 lakh - 5 lakh,Jaipur
2018 Honda City SV MT PETROL,MANUAL,"43,903 km",Petrol,2nd Owner,TN-38-x-xxxx,"?15,451/month","?8,36,299?8,22,799",18-Nov,Honda,Chennai
2019 Honda WR-V 1.2 i-VTEC VX MT,MANUAL,"21,730 km",Petrol,1st Owner,WB-02,"?14,782/month","?7,88,399?7,56,099",19-Feb,Honda,Kolkata
2019 Tata Hexa Varicor 400 XT,MANUAL,"34,664 km",Diesel,1st Owner,TN-02-x-xxxx,"?30,170/month","?18,29,599?16,06,599",19-Feb,KIA,Chennai
2019 Honda City ZX CVT,AUTOMATIC,"11,647 km",Petrol,1st Owner,DL-3C,"?23,068/month","?13,26,199?12,28,399",19-Aug,Cars above 10 lakh,New Delhi
2021 Hyundai NEW I20 Asta 1.0 GDI Turbo IMT,,"5,992 km",Petrol,1st Owner,DL-7C,"?19,423/month","?10,74,599?10,34,299",21-Jan,Cars above 10 lakh,New Delhi
2020 Mahindra XUV500 W11,MANUAL,"80,016 km",Diesel,1st Owner,GJ-18,"?27,825/month","Fixed Price?14,81,699",20-Nov,Diesel,Ahmedabad
2013 Volkswagen Vento HIGHLINE PETROL AT,AUTOMATIC,"43,531 km",Petrol,2nd Owner,TN-01-x-xxxx,"?10,823/month","Fixed Price?5,53,599",13-Sep,Volkswagen,Chennai
2015 Mahindra TUV300 T8,MANUAL,"1,13,474 km",Diesel,1st Owner,KL-05,"?10,590/month","Fixed Price?5,41,699",,Mahindra,Kochi
2021 MG HECTOR SHARP DCT PETROL,AUTOMATIC,"16,131 km",Petrol,1st Owner,MP-04,"?32,307/month","?17,64,699?17,20,399",21-Jul,Petrol,Indore
2018 Ford Ecosport 1.5 TITANIUM SIGNATURE TI VCT (SUNROOF),MANUAL,"24,932 km",Petrol,1st Owner,UP-32-x-xxxx,"?15,025/month","Fixed Price?8,00,099",18-Nov,Ford,Lucknow
2020 KIA SONET GTX PLUS DCT 1.0,,"7,904 km",Petrol,1st Owner,KA-04-x-xxxx,"?26,159/month","?14,42,099?13,92,999",20-Oct,Cars above 10 lakh,Bangalore
2019 Toyota Glanza V CVT,AUTOMATIC,"10,824 km",Petrol,1st Owner,MH-04,"?17,036/month","?9,23,399?9,07,199",19-Dec,Toyota,Mumbai
2019 Renault TRIBER 1.0 RXZ,MANUAL,"22,123 km",Petrol,1st Owner,KA-51-x-xxxx,"?14,062/month","Fixed Price?7,19,299",19-Sep,Renault,Bangalore
2015 Ford Ecosport 1.5TITANIUM TDCI,MANUAL,"78,133 km",Diesel,1st Owner,DL-8C,"?8,622/month","?4,93,299?4,40,999",,Ford,New Delhi
2018 Honda WR-V 1.2 i-VTEC VX MT,MANUAL,"17,009 km",Petrol,1st Owner,RJ-01,"?14,854/month","?7,94,699?7,59,799",18-Apr,Ford,Jaipur
2022 Maruti Baleno ZETA 1.2 K12 CVT,AUTOMATIC,"37,100 km",Petrol,1st Owner,GJ-01,"?16,064/month","?9,44,899?8,55,399",22-Jan,KIA,Ahmedabad
2018 Volkswagen Ameo Trendline 1.0,MANUAL,"25,197 km",Petrol,1st Owner,KL-62,"?7,961/month","?4,52,199?4,07,199",,Volkswagen,Kochi
2019 Maruti New  Wagon-R LXI CNG 1.0 L,MANUAL,"87,746 km",Petrol + CNG,1st Owner,MH-14,"?10,389/month","?5,71,599?5,31,399",19-May,CNG,Pune
2022 Renault Kwid 1.0 CLIMBER OPT,MANUAL,"1,087 km",Petrol,1st Owner,WB-10,"?10,148/month","?5,24,099?5,19,099",22-Jan,Cars from 5 lakh - 10 lakh,Kolkata
2018 Hyundai Creta 1.6 SX AT CRDI,AUTOMATIC,"34,112 km",Diesel,2nd Owner,MH-43,"?24,743/month","Fixed Price?13,17,599",18-Nov,Diesel,Pune
2021 Maruti Swift VXI,MANUAL,"15,905 km",Petrol,1st Owner,MP-09,"?13,609/month","?7,16,899?6,96,099",21-Feb,,Indore
2015 Hyundai Grand i10 MAGNA 1.2 VTVT,MANUAL,"83,840 km",Petrol,1st Owner,MP-04,"?7,834/month","Fixed Price?4,00,699",15-Apr,Cars from 2 lakh - 5 lakh,Indore
2014 Volkswagen Polo GT TSI 1.2 PETROL AT,AUTOMATIC,"26,872 km",Petrol,1st Owner,WB-08,"?10,551/month","?5,47,499?5,39,699",14-Mar,Volkswagen,Kolkata
2020 KIA SELTOS HTK PLUS 1.5 PETROL,MANUAL,"20,268 km",Petrol,1st Owner,GJ-05,"?20,426/month","?11,66,499?10,87,699",20-Dec,KIA,Ahmedabad
2020 Renault Kwid RXL,MANUAL,"8,313 km",Petrol,1st Owner,DL-9C,"?7,632/month","Fixed Price?3,90,399",20-Sep,Renault,New Delhi
2021 Volkswagen TAIGUN GT PLUS 1.5 TSI DSG,,"17,231 km",Petrol,1st Owner,KL-07,"?35,703/month","?19,75,799?19,01,199",21-Nov,Cars above 10 lakh,Kochi
2010 Hyundai i10 SPORTZ 1.2,MANUAL,"95,482 km",Petrol,1st Owner,KA-02-x-xxxx,"?5,799/month","?3,01,599?2,96,599",10-May,Hyundai,Bangalore
2016 Skoda Rapid 1.5 TDI AT AMBITION,AUTOMATIC,"81,682 km",Diesel,1st Owner,MH-12,"?12,631/month","?6,66,699?6,46,099",16-Jun,Diesel,Pune
2022 Mahindra XUV 3OO W8 (O) AT,,"20,094 km",Petrol,1st Owner,TN-14-x-xxxx,"?23,799/month","?13,61,199?12,67,299",22-Feb,Mahindra,Chennai
2017 Volkswagen Polo GT TSI 1.2 PETROL AT,AUTOMATIC,"46,133 km",Petrol,1st Owner,UP-53,"?13,458/month","?7,19,999?6,88,399",17-Apr,Volkswagen,New Delhi
2021 Tata Tiago XZA+ 1.2 RTN,AUTOMATIC,964 km,Petrol,1st Owner,MH-47,"?14,320/month","?7,56,499?7,32,499",21-May,Tata,Mumbai
2017 Maruti Eeco 5 STR WITH AC PLUSHTR,MANUAL,"32,562 km",Petrol,1st Owner,TN-95-x-xxxx,"?8,199/month","?4,32,599?4,19,399",17-May,Cars from 2 lakh - 5 lakh,Chennai
2017 Volkswagen Ameo COMFORTLINE 1.2,MANUAL,"50,011 km",Petrol,1st Owner,MH-12,"?9,965/month","Fixed Price?5,09,699",17-Jan,Volkswagen,Pune
2019 Mahindra KUV 100 NXT K2+6 STR,MANUAL,"14,460 km",Petrol,1st Owner,TN-50-x-xxxx,"?11,482/month","Fixed Price?5,87,299",19-Aug,Mahindra,Chennai
2020 Honda WR-V 1.2 i-VTEC VX MT,MANUAL,"47,489 km",Petrol,1st Owner,GJ-06,"?15,275/month","?8,99,799?8,13,399",20-Sep,Honda,Ahmedabad
2019 Hyundai NEW SANTRO SPORTZ 1.1,MANUAL,"45,390 km",Petrol,1st Owner,UP-32-x-xxxx,"?9,439/month","?4,95,699?4,82,799",19-Sep,Cars from 2 lakh - 5 lakh,Lucknow
2022 Renault Kwid 1.0 RXT AT,AUTOMATIC,202 km,Petrol,1st Owner,RJ-45,"?11,971/month","?6,51,999?6,12,299",22-Apr,,Jaipur
2019 Maruti XL6 ALPHA SHVS  MT,MANUAL,"82,019 km",Petrol,1st Owner,RJ-19,"?19,036/month","?10,58,099?10,13,699",19-Sep,Cars above 10 lakh,Jaipur
2020 Mahindra XUV 3OO W8 (O) DIESEL  AT,AUTOMATIC,"15,262 km",Diesel,1st Owner,KA-03-x-xxxx,"?25,091/month","?14,68,799?13,36,099",20-Dec,Diesel,Bangalore
2014 Honda Brio 1.2 S MT I VTEC,MANUAL,"60,663 km",Petrol,2nd Owner,KL-33,"?6,938/month","?3,66,899?3,54,899",,Honda,Kochi
2015 Hyundai Elite i20 SPORTZ 1.2,MANUAL,"33,064 km",Petrol,1st Owner,GJ-01,"?10,236/month","Fixed Price?5,23,599",15-Jan,Hyundai,Ahmedabad
2020 Hyundai Elite i20 1.2 SPORTS PLUS VTVT,MANUAL,"11,226 km",Petrol,1st Owner,TS-07-x-xxxx,"?13,873/month","Fixed Price?7,09,599",20-Mar,,Hyderabad
2020 MG HECTOR PLUS SHARP DCT,,"3,588 km",Petrol,1st Owner,DL-12,"?33,303/month","Fixed Price?17,73,399",20-Sep,MG,New Delhi
2019 Renault Kwid RXT 1.0 EASY-R AT OPTION,AUTOMATIC,"53,257 km",Petrol,1st Owner,TN-06-x-xxxx,"?9,149/month","?4,91,699?4,67,999",19-Dec,Renault,Chennai
2016 Toyota Corolla Altis  VL AT,AUTOMATIC,"91,093 km",Petrol,1st Owner,MH-47,"?15,307/month","?8,99,099?8,15,099",,Cars from 5 lakh - 10 lakh,Mumbai
2019 MG HECTOR SHARP DCT PETROL,AUTOMATIC,"39,456 km",Petrol,1st Owner,DL-14,"?27,822/month","?16,34,199?14,81,549",19-Jul,MG,New Delhi
2016 Maruti Vitara Brezza ZDI PLUS DUAL TONE,MANUAL,"57,569 km",Diesel,2nd Owner,WB-20,"?12,356/month","?6,57,599?6,31,999",16-Oct,Diesel,Kolkata
2020 Maruti New  Wagon-R VXI 1.0,MANUAL,"12,899 km",Petrol,1st Owner,RJ-47,"?11,280/month","?5,81,999?5,76,999",20-Sep,Cars from 5 lakh - 10 lakh,Jaipur
2020 Renault Kwid 1.0 CLIMBER OPT,MANUAL,"6,122 km",Petrol,1st Owner,UP-32-x-xxxx,"?9,470/month","?4,89,399?4,84,399",20-Dec,Cars from 2 lakh - 5 lakh,Lucknow
2015 Honda City V MT PETROL,MANUAL,"73,302 km",Petrol,1st Owner,UP-32-x-xxxx,"?11,417/month","?6,05,399?5,83,999",15-Oct,Ford,Lucknow
2018 Hyundai Creta 1.6 SX AT CRDI,AUTOMATIC,"37,630 km",Diesel,1st Owner,WB-08,"?20,623/month","?11,79,899?10,98,199",18-Sep,Diesel,Kolkata
2019 Ford Ecosport 1.5TITANIUM TDCI,MANUAL,"51,884 km",Diesel,2nd Owner,DL-10,"?14,530/month","?7,93,299?7,43,199",19-Feb,Ford,New Delhi
2013 Toyota Etios V SP,MANUAL,"36,015 km",Petrol,1st Owner,HR-26,"?7,801/month","Fixed Price?3,98,999",13-Sep,Toyota,New Delhi
2022 Volkswagen TAIGUN TOPLINE 1.0 TSI MT,,"3,504 km",Petrol,1st Owner,22-BH,"?32,430/month","?18,20,299?17,26,949",22-May,Cars above 10 lakh,Mumbai
2018 Mahindra XUV500 W11 (O) AT,AUTOMATIC,"43,869 km",Diesel,1st Owner,MH-14,"?31,132/month","?17,47,999?16,57,799",18-Jun,Diesel,Pune
2019 Volkswagen Polo Trendline 1.0 L Petrol,MANUAL,"16,537 km",Petrol,1st Owner,TS-07-x-xxxx,"?11,740/month","Fixed Price?6,00,499",19-Jun,Volkswagen,Hyderabad
2013 Hyundai Santro Xing GL PLUS,MANUAL,"28,248 km",Petrol,1st Owner,DL-8C,"?5,513/month","Fixed Price?2,81,999",13-Apr,,New Delhi
2020 KIA SONET GTX PLUS DCT 1.0,,"11,734 km",Petrol,1st Owner,DL-10,"?24,974/month","?13,88,999?13,29,899",20-Oct,Cars above 10 lakh,New Delhi
2020 Maruti Swift VXI,MANUAL,"2,944 km",Petrol,1st Owner,WB-24,"?12,019/month","?6,82,149?6,14,799",20-Oct,,Kolkata
2020 Maruti New  Wagon-R 1.0 LXI (O),MANUAL,"9,215 km",Petrol,2nd Owner,MH-05,"?9,904/month","?5,61,299?5,06,599",20-Mar,Cars from 5 lakh - 10 lakh,Mumbai
2021 Tata Safari XT+2.0 KRYOTEC,MANUAL,"6,426 km",Diesel,1st Owner,KL-41,"?33,774/month","?18,57,799?17,98,499",21-Jul,Diesel,Kochi
2016 Honda Jazz 1.2 S MT,MANUAL,"53,015 km",Petrol,1st Owner,MH-03,"?9,903/month","?5,11,549?5,06,549",16-Aug,Honda,Mumbai
2012 Maruti Ritz VXI,MANUAL,"62,185 km",Petrol,1st Owner,MH-14,"?5,896/month","Fixed Price?3,01,599",12-Aug,Petrol,Pune
2016 Tata Tiago XZ 1.2 REVOTRON,MANUAL,"97,077 km",Petrol,1st Owner,KA-51-x-xxxx,"?9,458/month","Fixed Price?4,83,799",16-Jun,Tata,Bangalore
2014 Volkswagen Polo HIGHLINE1.2L PETROL,MANUAL,"68,896 km",Petrol,2nd Owner,KL-57,"?9,046/month","?4,67,699?4,62,699",14-Jul,Volkswagen,Kochi
2013 Hyundai i10 SPORTZ 1.2 KAPPA2 O,MANUAL,"40,681 km",Petrol,3rd Owner,TN-07-x-xxxx,"?6,970/month","?3,71,099?3,56,499",13-Apr,Cars from 2 lakh - 5 lakh,Chennai
2016 Hyundai Xcent SX 1.2,MANUAL,"58,240 km",Petrol,1st Owner,MH-04,"?10,266/month","?5,71,299?5,25,099",16-May,Hyundai,Mumbai
2015 Volkswagen Polo HIGHLINE1.5L DIESEL,MANUAL,"77,595 km",Diesel,1st Owner,WB-02,"?7,028/month","Fixed Price?3,59,499",15-Mar,Diesel,Kolkata
2021 Maruti New  Wagon-R 1.0 Lxi (o) cng,MANUAL,"20,558 km",Petrol + CNG,1st Owner,DL-6C,"?12,983/month","?6,69,999?6,64,099",21-Jun,CNG,New Delhi
2020 MG HECTOR SHARP DCT PETROL,AUTOMATIC,"12,803 km",Petrol,1st Owner,DL-8C,"?32,018/month","?17,94,899?17,04,999",20-Mar,Cars above 10 lakh,New Delhi
2012 Hyundai i10 SPORTZ 1.2 AT KAPPA2,AUTOMATIC,"46,988 km",Petrol,2nd Owner,AP-28-x-xxxx,"?7,580/month","?3,92,699?3,87,699",12-Sep,,Hyderabad
2019 Maruti Dzire ZDI Plus AMT,AUTOMATIC,"84,071 km",Diesel,1st Owner,MP-41,"?16,018/month","Fixed Price?8,52,999",19-Apr,Diesel,Indore
