Name,Transmission,KM_Driven,Fuel_Type,Owner,Registration,EMI,Sales,Year,Types,City
2014 Hyundai Eon ERA,MANUAL,"40,538 km",Petrol,3rd Owner,KL-38,"?4,063/month","?2,41,799?2,07,799",14-Oct,,Kochi
2017 Renault Kwid RXT,MANUAL,"80,253 km",Petrol,2nd Owner,TS-30-x-xxxx,"?5,992/month","Fixed Price?3,06,499",17-Feb,Renault,Hyderabad
2021 Tata ALTROZ XT 1.2,,"13,562 km",Petrol,1st Owner,DL-5C,"?13,574/month","?7,73,599?6,94,299",21-Nov,Cars from 5 lakh - 10 lakh,New Delhi
2020 Tata TIGOR XZ PLUS 1.2 REVOTRON,MANUAL,"23,271 km",Petrol,1st Owner,MH-29,"?13,935/month","?7,36,499?7,12,799",20-Nov,Tata,Mumbai
2017 Honda City VX CVT PETROL,AUTOMATIC,"44,987 km",Petrol,2nd Owner,WB-08,"?15,061/month","Fixed Price?7,70,399",17-Jul,Honda,Kolkata
2019 Hyundai NEW SANTRO 1.1 SPORTS MT CNG,,"36,126 km",Petrol + CNG,1st Owner,AP-39-x-xxxx,"?9,333/month","?4,82,399?4,77,399",,CNG,Hyderabad
2020 Maruti New  Wagon-R VXI 1.0,MANUAL,"23,364 km",Petrol,1st Owner,RJ-45,"?11,316/month","Fixed Price?5,78,799",20-Jul,Cars from 5 lakh - 10 lakh,Jaipur
2019 Volkswagen Polo Trendline 1.0 L Petrol,MANUAL,"59,938 km",Petrol,1st Owner,TS-13-x-xxxx,"?10,932/month","?5,80,799?5,59,199",19-Nov,Volkswagen,Hyderabad
2015 Maruti Swift Dzire VXI 1.2 BS IV,MANUAL,"56,398 km",Petrol,1st Owner,WB-06,"?7,237/month","?4,00,199?3,70,199",,,Kolkata
2016 Mahindra TUV300 T8,MANUAL,"80,348 km",Diesel,1st Owner,KL-63,"?11,480/month","Fixed Price?5,87,199",16-Jul,Mahindra,Kochi
2017 Mahindra XUV500 W6 4X2,MANUAL,"60,108 km",Diesel,2nd Owner,KA-03-x-xxxx,"?22,925/month","?12,59,499?12,20,799",17-May,Mahindra,Bangalore
2012 Hyundai Eon ERA PLUS,MANUAL,"17,077 km",Petrol,1st Owner,DL-12,"?3,754/month","Fixed Price?1,91,999",12-Oct,Cars under 2 lakh,New Delhi
2013 Maruti Swift VDI,MANUAL,"45,308 km",Diesel,2nd Owner,MH-05,"?8,168/month","?4,33,099?4,17,799",13-Feb,Diesel,Mumbai
2020 Renault Kwid 1.0 CLIMBER OPT,MANUAL,"19,935 km",Petrol,1st Owner,GJ-01,"?9,525/month","Fixed Price?4,87,199",20-Mar,Renault,Ahmedabad
2021 Tata Harrier XT 2.0L Kryotec,MANUAL,"30,301 km",Diesel,1st Owner,GJ-23,"?27,937/month","?16,90,499?14,87,699",21-Jan,Diesel,Ahmedabad
2017 Renault Kwid 1.0 RXT,MANUAL,"62,204 km",Petrol,1st Owner,MP-04,"?6,626/month","Fixed Price?3,38,899",17-Feb,Cars from 2 lakh - 5 lakh,Indore
2018 Honda Jazz 1.2 V AT,AUTOMATIC,"61,361 km",Petrol,1st Owner,TS-08-x-xxxx,"?12,995/month","Fixed Price?6,64,699",18-Jan,Honda,Hyderabad
2020 Ford Ecosport 1.5 TITANIUM PLUS TI VCT AT,AUTOMATIC,"19,339 km",Petrol,1st Owner,MH-47,"?19,004/month","?10,95,299?10,11,999",20-Sep,Ford,Mumbai
2014 Maruti Swift ZXI,MANUAL,"59,879 km",Petrol,1st Owner,TS-07-x-xxxx,"?9,626/month","?5,05,699?4,92,399",14-Sep,Cars from 2 lakh - 5 lakh,Hyderabad
2013 Toyota Fortuner 3.0 AT 4X2,AUTOMATIC,"1,55,840 km",Diesel,1st Owner,UP-14-x-xxxx,"?22,065/month","Fixed Price?11,74,999",,Toyota,Lucknow
2020 MG HECTOR SHARP DCT PETROL,AUTOMATIC,"33,033 km",Petrol,1st Owner,DL-12,"?29,515/month","?17,94,199?15,71,699",20-Mar,Cars above 10 lakh,New Delhi
2021 Hyundai AURA SX+ AT 1.2CRDI,AUTOMATIC,"30,436 km",Diesel,1st Owner,GJ-38,"?16,529/month","?9,29,599?8,80,199",21-Jan,Diesel,Ahmedabad
2012 Maruti Swift ZXI,MANUAL,"48,307 km",Petrol + CNG,1st Owner,MH-04,"?8,852/month","Fixed Price?4,52,799",12-Mar,,Mumbai
2017 Mahindra XUV500 W10 FWD,MANUAL,"53,662 km",Diesel,1st Owner,TN-07-x-xxxx,"?24,090/month","?14,93,499?12,82,799",17-Jun,Mahindra,Chennai
2016 Ford Ecosport 1.5 TITANIUM TI VCT AT,AUTOMATIC,"53,696 km",Petrol,1st Owner,MH-12,"?14,233/month","?7,38,999?7,27,999",16-Jul,Ford,Pune
2021 MG HECTOR SHARP CVT,AUTOMATIC,"7,997 km",Petrol,1st Owner,DL-7C,"?34,566/month","?20,50,399?18,40,699",21-Sep,Cars above 10 lakh,New Delhi
2018 Maruti Celerio VXI CNG OPT,MANUAL,"36,700 km",Petrol + CNG,1st Owner,MH-05,"?10,567/month","?5,56,299?5,40,499",18-Mar,CNG,Mumbai
2021 KIA SONET HTK+ 1.5 D AT,,"13,917 km",Diesel,1st Owner,UP-78-x-xxxx,"?19,881/month","?11,40,999?10,58,699",,KIA,Lucknow
2016 Hyundai Verna FLUIDIC 1.6 SX VTVT OPT,MANUAL,"73,506 km",Petrol,1st Owner,WB-06,"?9,775/month","Fixed Price?4,99,999",16-Aug,Hyundai,Kolkata
2021 Maruti New  Wagon-R VXI (O) 1.2L,MANUAL,"5,066 km",Petrol,1st Owner,KA-02-x-xxxx,"?12,762/month","Fixed Price?6,52,799",21-Aug,Cars from 5 lakh - 10 lakh,Bangalore
2013 Maruti Alto 800 LXI,MANUAL,"45,364 km",Petrol,1st Owner,AP-15-x-xxxx,"?5,062/month","?2,63,899?2,58,899",13-Jan,,Hyderabad
2015 Honda Jazz 1.2 SV MT,MANUAL,"66,871 km",Petrol,2nd Owner,HR-26,"?9,181/month","Fixed Price?4,69,599",15-Oct,Honda,New Delhi
2013 Maruti Wagon R 1.0 LXI CNG,MANUAL,"54,677 km",Petrol + CNG,2nd Owner,TS-13-x-xxxx,"?6,579/month","Fixed Price?3,36,499",,CNG,Hyderabad
2019 Ford Ecosport 1.5TITANIUM TDCI,MANUAL,"43,638 km",Diesel,1st Owner,KA-03-x-xxxx,"?18,135/month","?9,93,899?9,65,699",19-Jul,Ford,Bangalore
2017 Ford Ecosport 1.5 TDCI TITANIUM PLUS,MANUAL,"44,353 km",Diesel,1st Owner,DL-10,"?13,885/month","?7,29,599?7,10,199",17-Dec,Ford,New Delhi
2020 Tata NEXON XZ+ OPT PETROL,MANUAL,"20,693 km",Petrol,1st Owner,GJ-01,"?18,679/month","?9,99,699?9,94,699",20-Sep,KIA,Ahmedabad
2019 Tata TIAGO NRG PETROL AT,,"22,889 km",Petrol,2nd Owner,RJ-45,"?12,577/month","Fixed Price?6,43,299",19-Oct,Tata,Jaipur
2020 Mahindra XUV 3OO W8 DIESEL AT,,"55,113 km",Diesel,1st Owner,GJ-01,"?19,975/month","?10,96,899?10,63,699",20-Oct,Mahindra,Ahmedabad
2021 Maruti XL6 ZETA SHVS,MANUAL,"17,514 km",Petrol,1st Owner,UP-78-x-xxxx,"?17,752/month","?10,45,399?9,45,299",21-Jun,Cars above 10 lakh,Lucknow
2013 Maruti Swift Dzire VDI,MANUAL,"55,244 km",Diesel,1st Owner,MH-04,"?10,174/month","?5,31,399?5,20,399",13-Jan,Diesel,Mumbai
2020 Volkswagen Polo HIGHLINE PLUS 1.0 TSI MT,,"23,607 km",Petrol,1st Owner,TN-21-x-xxxx,"?17,094/month","?9,33,599?9,10,299",20-Jun,Volkswagen,Chennai
2019 Renault Duster RXS 85 PS,MANUAL,"49,101 km",Diesel,1st Owner,KA-25-x-xxxx,"?18,430/month","?10,53,099?9,81,399",19-Mar,Renault,Bangalore
2021 Hyundai AURA S 1.2 Kappa MT,MANUAL,"26,468 km",Petrol,1st Owner,DL-7C,"?13,083/month","Fixed Price?6,69,199",21-Feb,Petrol,New Delhi
2018 Renault Duster RXZ AMT 110 PS,AUTOMATIC,"34,176 km",Diesel,1st Owner,MH-12,"?18,475/month","?10,81,699?9,83,799",18-Oct,Renault,Pune
2017 Hyundai Elite i20 SPORTZ 1.2,MANUAL,"29,532 km",Petrol,1st Owner,UP-32-x-xxxx,"?11,267/month","?5,95,399?5,76,299",17-Apr,Cars from 5 lakh - 10 lakh,Lucknow
2015 Honda Amaze 1.2 SMT I VTEC,MANUAL,"34,051 km",Petrol,1st Owner,KA-05-x-xxxx,"?10,043/month","?5,18,699?5,13,699",15-Dec,Honda,Bangalore
2017 Skoda Rapid 1.5 TDI MT AMBITION,MANUAL,"83,770 km",Diesel,2nd Owner,TS-07-x-xxxx,"?13,781/month","?7,59,499?7,04,899",17-May,Diesel,Hyderabad
2020 MG HECTOR SHARP DCT PETROL,AUTOMATIC,"32,463 km",Petrol,2nd Owner,HR-26,"?30,931/month","?17,34,199?16,47,099",20-Oct,Cars above 10 lakh,New Delhi
2021 Maruti New  Wagon-R 1.0 Lxi (o) cng,MANUAL,"45,873 km",Petrol + CNG,2nd Owner,MH-04,"?12,250/month","?6,64,099?6,26,599",21-May,CNG,Mumbai
2013 Maruti Wagon R 1.0 VXI,MANUAL,"31,943 km",Petrol,1st Owner,RJ-14,"?6,184/month","Fixed Price?3,16,299",13-Aug,,Jaipur
2020 KIA SELTOS 1.4 GTX+ TURBO GDI PETROL AT,AUTOMATIC,"20,152 km",Petrol,2nd Owner,TN-07-x-xxxx,"?29,312/month","?16,52,999?15,60,899",20-Aug,KIA,Chennai
2017 Honda Brio 1.2 S MT I VTEC,MANUAL,"31,260 km",Petrol,1st Owner,MH-04,"?9,208/month","Fixed Price?4,70,999",17-Jun,Honda,Pune
2015 Honda Amaze 1.2 SMT I VTEC,MANUAL,"44,068 km",Petrol,2nd Owner,TN-10-x-xxxx,"?9,189/month","Fixed Price?4,69,999",15-May,Cars from 2 lakh - 5 lakh,Chennai
2011 Toyota Etios Liva G,MANUAL,"33,530 km",Petrol,2nd Owner,KA-02-x-xxxx,"?7,595/month","Fixed Price?3,88,499",11-Aug,Toyota,Bangalore
2015 Hyundai Eon ERA PLUS,MANUAL,"24,642 km",Petrol,1st Owner,DL-8C,"?5,685/month","?2,98,999?2,90,799",15-May,Cars from 2 lakh - 5 lakh,New Delhi
2021 Hyundai AURA S CNG,MANUAL,"8,073 km",Petrol + CNG,1st Owner,MH-47,"?15,624/month","?8,50,499?7,99,199",21-Dec,CNG,Mumbai
2017 Ford Ecosport 1.5 TITANIUM TI VCT AT,AUTOMATIC,"53,165 km",Petrol,2nd Owner,MH-43,"?13,161/month","?7,16,999?6,73,199",17-Oct,Ford,Mumbai
2013 Hyundai i10 MAGNA 1.1 IRDE2,MANUAL,"17,001 km",Petrol,1st Owner,WB-02,"?5,585/month","?3,00,599?2,85,699",13-Jul,Petrol,Kolkata
2021 Maruti Baleno ZETA 1.2 K12,MANUAL,"25,901 km",Petrol,1st Owner,UP-32-x-xxxx,"?15,464/month","Fixed Price?7,90,999",21-Jul,CNG,Lucknow
2019 Renault Kwid RXL,MANUAL,"12,186 km",Petrol,1st Owner,GJ-27,"?7,844/month","?4,17,199?4,01,199",19-Oct,Petrol,Ahmedabad
2018 Mahindra XUV500 W11 AT,AUTOMATIC,"34,983 km",Diesel,2nd Owner,MH-48,"?28,193/month","?15,21,199?15,01,299",18-Jun,Diesel,Pune
2021 Tata Harrier XMA,AUTOMATIC,"19,148 km",Diesel,1st Owner,GJ-15,"?28,920/month","?16,56,199?15,39,999",21-Aug,Diesel,Ahmedabad
2019 Maruti S Cross DELTA SHVS,MANUAL,"21,892 km",Diesel,1st Owner,TS-08-x-xxxx,"?19,840/month","Fixed Price?10,56,499",19-Sep,Ford,Hyderabad
2018 Volkswagen Polo GT TSI 1.2 PETROL AT,AUTOMATIC,"97,087 km",Petrol,1st Owner,HR-01,"?13,865/month","?7,47,899?7,09,199",18-Sep,Volkswagen,New Delhi
2016 Datsun Redi Go T (O),MANUAL,"50,514 km",Petrol,2nd Owner,KL-51,"?3,875/month","?2,32,399?1,98,199",,Cars under 2 lakh,Kochi
2018 Tata Tiago XZA 1.2 REVOTRON,AUTOMATIC,"18,719 km",Petrol,2nd Owner,MH-01,"?10,238/month","?5,47,399?5,23,699",18-Apr,Tata,Mumbai
2021 Honda Jazz 1.2 ZX MT,MANUAL,"5,681 km",Petrol,1st Owner,MH-12,"?17,125/month","?9,80,899?9,11,899",21-Jun,Honda,Pune
2020 Renault Kwid RXL,MANUAL,"18,418 km",Petrol,1st Owner,DL-12,"?7,632/month","Fixed Price?3,90,399",20-Nov,Renault,New Delhi
2020 Maruti Alto LXI,MANUAL,"5,955 km",Petrol,1st Owner,GJ-01,"?7,879/month","?4,07,999?4,02,999",20-Nov,Renault,Ahmedabad
2018 Maruti Dzire VXI,MANUAL,"27,563 km",Petrol,1st Owner,WB-02,"?11,834/month","?6,40,399?6,05,299",18-Feb,Volkswagen,Kolkata
2019 Hyundai Grand i10 SPORTZ 1.2 KAPPA VTVT,MANUAL,"79,560 km",Petrol + CNG,1st Owner,GJ-27,"?11,918/month","Fixed Price?6,09,599",19-Oct,CNG,Ahmedabad
2018 Ford Ecosport 1.5 TITANIUM TI VCT,MANUAL,"12,760 km",Petrol,1st Owner,TN-07-x-xxxx,"?16,233/month","Fixed Price?8,64,399",18-Mar,Ford,Chennai
2020 Tata NEXON XZA+ (O) 1.5  RTQ,AUTOMATIC,"30,448 km",Diesel,1st Owner,DL-11,"?20,865/month","?11,64,699?11,11,099",20-Oct,Diesel,New Delhi
2020 KIA SONET GTX PLUS DCT 1.0,,"16,306 km",Petrol,2nd Owner,MH-01,"?23,795/month","?13,34,999?12,67,099",20-Oct,Cars above 10 lakh,Mumbai
2013 Maruti Wagon R 1.0 LXI,MANUAL,"75,012 km",Petrol + CNG,1st Owner,DL-9C,"?4,829/month","Fixed Price?2,46,999",13-Jan,CNG,New Delhi
2021 Maruti Alto LXI CNG,MANUAL,"17,920 km",Petrol + CNG,1st Owner,DL-3C,"?9,189/month","?5,07,699?4,69,999",21-Jul,CNG,New Delhi
2021 MG HECTOR SHARP DCT PETROL,AUTOMATIC,"3,779 km",Petrol,1st Owner,"Valid upto Nov 2023
3rd Party","?34,835/month","?18,69,999?18,54,999",,MG,Lucknow
2021 Honda Amaze 1.2 VXMT I VTEC,MANUAL,"13,191 km",Petrol,2nd Owner,TN-07-x-xxxx,"?15,710/month","Fixed Price?8,36,599",21-Sep,Cars from 5 lakh - 10 lakh,Chennai
2015 Tata Nano XT TWIST,MANUAL,"20,699 km",Petrol,1st Owner,MH-12,"?2,827/month","Fixed Price?1,44,599",15-Oct,Cars under 2 lakh,Pune
2012 Maruti Swift ZXI,MANUAL,"47,422 km",Petrol,1st Owner,KA-04-x-xxxx,"?9,816/month","Fixed Price?5,02,099",12-Jan,,Bangalore
2020 KIA SELTOS HTK PLUS 1.5 PETROL,MANUAL,"23,155 km",Petrol,1st Owner,KA-03-x-xxxx,"?23,416/month","?12,97,799?12,46,949",20-Jul,KIA,Bangalore
2021 Renault Kiger RXL EASY R 1.0 L,,"2,819 km",Petrol,1st Owner,TN-13-x-xxxx,"?15,489/month","Fixed Price?8,24,799",21-Nov,,Chennai
2022 Skoda SLAVIA STYLE 1.0 TSI AT,,"6,098 km",Petrol,1st Owner,TN-01-x-xxxx,"?33,941/month","?18,47,399?18,07,399",22-Jun,,Chennai
2021 MG HECTOR SHARP HYBRID 1.5 DUAL TONE,,"15,145 km",Petrol,1st Owner,GJ-27,"?28,711/month","?16,79,999?15,28,899",21-Mar,Cars above 10 lakh,Ahmedabad
2021 Maruti Alto LXI,MANUAL,"3,729 km",Petrol,1st Owner,MP-09,"?8,004/month","?4,30,399?4,09,399",21-Sep,Tata,Indore
2018 Volkswagen Polo COMFORTLINE 1.0 PETROL,MANUAL,"16,552 km",Petrol,2nd Owner,KA-04-x-xxxx,"?13,720/month","Fixed Price?7,01,799",18-May,Volkswagen,Bangalore
2016 Ford Ecosport 1.5 TREND+ TDCI,MANUAL,"59,584 km",Diesel,1st Owner,MH-47,"?12,233/month","?6,74,499?6,25,699",16-Apr,Ford,Pune
2022 Mahindra XUV 3OO 1.2 W6 AT,,"22,158 km",Petrol,1st Owner,DL-1C,"?19,971/month","Fixed Price?10,63,499",22-Jan,Mahindra,New Delhi
2020 Hyundai Elite i20 1.2 MAGNA PLUS VTVT,MANUAL,"19,556 km",Petrol,2nd Owner,KL-53,"?11,877/month","?6,45,699?6,07,499",20-Feb,,Kochi
2018 Hyundai Grand i10 SPORTZ 1.2 KAPPA VTVT,MANUAL,"24,576 km",Petrol,2nd Owner,DL-12,"?10,295/month","?5,37,599?5,26,599",18-Sep,Hyundai,New Delhi
2018 Maruti Swift VXI,MANUAL,"83,770 km",Petrol,1st Owner,RJ-02,"?11,675/month","Fixed Price?5,97,199",18-Jul,,Jaipur
2020 KIA SONET GTX + 1.0 IMT,,"12,985 km",Petrol,1st Owner,KA-04-x-xxxx,"?23,284/month","?13,67,199?12,39,899",20-Nov,KIA,Bangalore
2010 Maruti Wagon R 1.0 VXI,MANUAL,"33,383 km",Petrol,1st Owner,DL-3C,"?4,538/month","Fixed Price?2,32,099",10-Jun,Cars under 2 lakh,New Delhi
2010 Maruti Zen Estilo VXI,MANUAL,"77,522 km",Petrol,1st Owner,GJ-22,"?3,408/month","Fixed Price?1,74,299",10-Jul,Cars under 2 lakh,Indore
2021 Mahindra XUV 3OO W8 (O) DIESEL  AT,AUTOMATIC,"29,546 km",Diesel,1st Owner,MH-03,"?27,667/month","?15,10,799?14,73,299",21-Apr,Renault,Mumbai
2020 Maruti Swift LXI,MANUAL,"12,421 km",Petrol,1st Owner,DL-1C,"?11,288/month","?5,93,399?5,77,399",20-Jun,,New Delhi
2019 Hyundai NEW SANTRO 1.1 SPORTZ MT CNG,,"11,844 km",Petrol + CNG,1st Owner,MH-14,"?11,783/month","?6,11,899?6,02,699",19-Jan,CNG,Pune
2019 Maruti New  Wagon-R 1.0 Lxi (o) cng,MANUAL,"41,959 km",Petrol + CNG,1st Owner,TS-08-x-xxxx,"?8,102/month","?5,46,499?4,14,399",19-Oct,CNG,Hyderabad
2013 Maruti Alto 800 LXI,MANUAL,"79,397 km",Petrol,1st Owner,KL-12,"?3,732/month","?2,25,899?1,90,899",,Cars under 2 lakh,Kochi
2021 Nissan MAGNITE XL Turbo CVT,,"16,276 km",Petrol,1st Owner,MH-05,"?15,802/month","?9,21,999?8,41,499",21-Feb,Petrol,Mumbai
2019 Ford Ecosport 1.5 TDCI TITANIUM PLUS,MANUAL,"30,038 km",Diesel,1st Owner,KA-51-x-xxxx,"?21,138/month","?11,53,399?11,25,599",19-Feb,Ford,Bangalore
2020 Hyundai NEW SANTRO 1.1 MAGNA MT,MANUAL,"4,270 km",Petrol,1st Owner,WB-26,"?9,050/month","?4,78,499?4,62,899",20-Mar,Renault,Kolkata
2020 KIA SELTOS HTK PLUS 1.5 DIESEL,MANUAL,"19,291 km",Diesel,1st Owner,MH-12,"?26,016/month","?14,40,799?13,85,399",20-Jan,KIA,Pune
2019 Tata Tiago XT 1.2 REVOTRON,MANUAL,"29,750 km",Petrol,1st Owner,MH-01,"?10,436/month","Fixed Price?5,33,799",19-Mar,Cars from 5 lakh - 10 lakh,Pune
2017 Ford Ecosport 1.5 TDCI TITANIUM PLUS,MANUAL,"26,892 km",Diesel,1st Owner,DL-10,"?13,832/month","?7,72,899?7,07,499",17-May,Ford,New Delhi
2015 Honda Amaze 1.2 SX MT I VTEC,MANUAL,"50,449 km",Petrol,1st Owner,TN-22-x-xxxx,"?10,004/month","Fixed Price?5,11,699",15-Sep,Honda,Chennai
2019 Ford Ecosport 1.5 TITANIUM TI VCT,MANUAL,"22,922 km",Petrol,1st Owner,KA-03-x-xxxx,"?17,750/month","?9,69,499?9,45,199",19-Oct,Ford,Bangalore
2018 Tata NEXON XZA+ 1.5,AUTOMATIC,"80,038 km",Diesel,1st Owner,MH-12,"?15,085/month","?8,66,299?8,03,299",18-Nov,Tata,Pune
2019 Renault TRIBER 1.0 RXT,MANUAL,"38,761 km",Petrol,1st Owner,TN-11-x-xxxx,"?12,059/month","?6,24,899?6,16,799",19-Dec,Renault,Chennai
2019 Hyundai Creta 1.6 SX CRDI,MANUAL,"43,870 km",Diesel,2nd Owner,TS-07-x-xxxx,"?23,205/month","?13,31,399?12,35,699",19-Dec,Cars above 10 lakh,Hyderabad
2018 Honda Amaze 1.5 V CVT I-DTEC,AUTOMATIC,"70,270 km",Diesel,2nd Owner,DL-10,"?12,489/month","Fixed Price?6,38,799",18-Jun,Diesel,New Delhi
2021 MG HECTOR SHARP 2.0 DIESEL,MANUAL,"8,358 km",Diesel,1st Owner,GJ-03,"?34,756/month","?19,91,199?18,50,799",21-Nov,Diesel,Ahmedabad
2021 Tata Tiago XT 1.2 REVOTRON,MANUAL,"2,608 km",Petrol,1st Owner,DL-5C,"?11,269/month","?5,95,499?5,76,399",21-Apr,Tata,New Delhi
2019 Tata Tiago XZ+ 1.2 Revotron,MANUAL,"14,923 km",Petrol,1st Owner,TS-15-x-xxxx,"?11,654/month","?6,27,399?5,96,099",19-Oct,Volkswagen,Hyderabad
2019 Ford New Figo 1.2 TITANIUM,MANUAL,"25,051 km",Petrol,2nd Owner,UP-32-x-xxxx,"?10,039/month","Fixed Price?5,13,499",19-Aug,Ford,Lucknow
2018 Hyundai Verna 1.6 CRDI SX + AT,AUTOMATIC,"34,073 km",Diesel,1st Owner,HR-26,"?20,843/month","?11,54,699?11,09,899",18-Jun,Volkswagen,New Delhi
2021 Renault Kwid 1.0 RXL,MANUAL,"8,419 km",Petrol,1st Owner,MH-04,"?9,583/month","?4,98,199?4,90,199",21-Sep,Renault,Mumbai
2014 Honda Brio 1.2 S MT I VTEC,MANUAL,"73,873 km",Petrol,1st Owner,AP-11-x-xxxx,"?7,451/month","?3,86,099?3,81,099",14-Feb,Honda,Hyderabad
2013 Ford Ecosport 1.5TITANIUM TDCI,MANUAL,"59,685 km",Diesel,2nd Owner,WB-02,"?8,811/month","?5,02,599?4,50,699",13-Oct,Diesel,Kolkata
2019 Renault Kwid RXL,MANUAL,"25,040 km",Petrol,2nd Owner,HR-29,"?6,772/month","?3,60,599?3,46,399",19-Feb,Renault,New Delhi
2010 Chevrolet Beat LS PETROL,MANUAL,"56,964 km",Petrol,1st Owner,MH-02,"?2,901/month","Fixed Price?1,48,399",,Cars under 2 lakh,Pune
2011 Toyota Etios Liva G,MANUAL,"16,211 km",Petrol,1st Owner,TN-07-x-xxxx,"?7,163/month","Fixed Price?3,66,399",11-Dec,Toyota,Chennai
2017 Renault Kwid CLIMBER 1.0 AT,AUTOMATIC,"21,212 km",Petrol,1st Owner,MP-04,"?8,977/month","?4,65,699?4,59,199",17-Jul,Renault,Indore
2011 Maruti Eeco 5 STR WITH AC PLUSHTR,MANUAL,"62,415 km",Petrol,1st Owner,TN-22-x-xxxx,"?6,002/month","Fixed Price?3,06,999",11-Aug,Cars from 2 lakh - 5 lakh,Chennai
2019 Tata Harrier XZ 2.0L Kryotec,MANUAL,"73,794 km",Diesel,1st Owner,MP-04,"?28,959/month","?15,62,299?15,42,099",19-May,Diesel,Indore
2019 Maruti Alto 800 LXI,MANUAL,"79,158 km",Petrol,1st Owner,TS-17-x-xxxx,"?5,668/month","?3,15,299?2,89,899",19-Feb,,Hyderabad
2016 Ford Ecosport 1.5TITANIUM TDCI,MANUAL,"86,494 km",Diesel,2nd Owner,RJ-23,"?13,759/month","?7,08,799?7,03,799",16-Oct,Ford,Jaipur
2020 Ford Ecosport 1.5TITANIUM TDCI,MANUAL,"52,061 km",Diesel,1st Owner,GJ-01,"?17,183/month","?9,90,599?9,14,999",20-Mar,Diesel,Ahmedabad
2021 Mahindra MARAZZO M 6 + 8 STR,,"47,115 km",Diesel,1st Owner,TS-16-x-xxxx,"?25,444/month","?15,44,599?13,54,899",21-May,Mahindra,Hyderabad
2019 Renault Kwid RXT 1.0 EASY-R AT OPTION,AUTOMATIC,"37,054 km",Petrol,1st Owner,MH-14,"?8,590/month","?5,04,599?4,39,399",19-Sep,Renault,Pune
2021 Hyundai Verna SX (O) DIESEL MT,MANUAL,"14,399 km",Diesel,1st Owner,TS-07-x-xxxx,"?27,755/month","?15,38,399?14,77,999",21-Jun,Diesel,Hyderabad
2022 Maruti Dzire ZXI CNG,,"3,774 km",Petrol + CNG,1st Owner,MH-01,"?17,111/month","?9,93,399?9,11,199",22-May,CNG,Mumbai
2020 Hyundai Elite i20 1.2 SPORTS PLUS VTVT,MANUAL,"60,065 km",Petrol,1st Owner,UP-32-x-xxxx,"?13,402/month","?7,15,199?6,85,499",20-Jun,,Lucknow
2021 Hyundai GRAND I10 NIOS ERA PETROL,MANUAL,"2,746 km",Petrol,1st Owner,UP-32-x-xxxx,"?11,121/month","?5,78,599?5,68,849",21-Apr,Renault,Lucknow
2020 Toyota YARIS J CVT,AUTOMATIC,"9,256 km",Petrol,2nd Owner,DL-3C,"?18,264/month","?10,11,699?9,72,599",20-Aug,Toyota,New Delhi
2016 Hyundai Xcent S 1.2,MANUAL,"51,736 km",Petrol,1st Owner,MH-04,"?9,568/month","Fixed Price?4,89,399",16-Jan,Cars from 2 lakh - 5 lakh,Pune
2013 Maruti Wagon R 1.0 LXI,MANUAL,"38,604 km",Petrol,1st Owner,HR-26,"?5,720/month","Fixed Price?2,92,599",13-Sep,Cars from 2 lakh - 5 lakh,New Delhi
2018 Tata Tiago XZA 1.2 REVOTRON,AUTOMATIC,"73,226 km",Petrol,2nd Owner,TS-13-x-xxxx,"?9,830/month","?5,14,999?5,02,799",18-Mar,Tata,Hyderabad
2016 Maruti Alto 800 LXI CNG,MANUAL,"32,272 km",Petrol + CNG,1st Owner,DL-8C,"?6,412/month","Fixed Price?3,27,999",16-Jul,CNG,New Delhi
2018 Maruti Swift VXI,MANUAL,"94,365 km",Petrol,1st Owner,UP-32-x-xxxx,"?10,541/month","?5,70,599?5,39,199",18-May,Maruti,Lucknow
2021 Skoda Rapid STYLE 1.0 AT,AUTOMATIC,"7,327 km",Petrol,1st Owner,MH-04,"?22,050/month","?13,31,199?11,74,199",21-Mar,Cars above 10 lakh,Mumbai
2013 Hyundai i20 ASTA 1.2,MANUAL,"25,985 km",Petrol,2nd Owner,MH-12,"?9,337/month","?4,90,299?4,77,599",13-May,Hyundai,Pune
2017 Volkswagen Polo HIGHLINE PLUS 1.2L PETROL,,"24,138 km",Petrol,1st Owner,RJ-14,"?10,909/month","Fixed Price?5,57,999",,Volkswagen,Jaipur
2014 Honda Brio 1.2 VX MT I VTEC,MANUAL,"53,417 km",Petrol,3rd Owner,MH-02,"?6,444/month","?3,46,299?3,29,599",14-May,Honda,Pune
2019 Maruti Swift VXI,MANUAL,"17,035 km",Petrol,1st Owner,WB-02,"?10,956/month","?6,06,699?5,60,399",19-Jun,,Kolkata
2017 Renault Kwid RXT,MANUAL,"22,641 km",Petrol,1st Owner,KL-16,"?5,578/month","?2,91,199?2,85,299",,Renault,Kochi
2022 Renault TRIBER 1.0 RXZ,MANUAL,"4,648 km",Petrol,1st Owner,RJ-14,"?16,069/month","?8,67,799?8,55,699",22-Mar,Renault,Jaipur
2021 Datsun Redi Go T (O),MANUAL,"2,631 km",Petrol,1st Owner,GJ-06,"?8,328/month","?4,71,999?4,25,999",21-Nov,Petrol,Ahmedabad
2012 Hyundai i10 SPORTZ 1.2 AT KAPPA2,AUTOMATIC,"72,561 km",Petrol,1st Owner,AP-28-x-xxxx,"?7,384/month","Fixed Price?3,77,699",12-Jul,,Hyderabad
